Date,BAC,JPM,MS
2021-10-01,0.014731964061760472,0.02079757184541009,0.017723070209893166
2021-10-04,0.006017104837152676,-0.001077633806297662,-0.019368612424964127
2021-10-05,0.02010120340559629,0.010190527749273315,0.020881791997267918
2021-10-06,0.00045219211957903127,0.0021322005347137463,-0.0010085575885616649
2021-10-07,-0.0027162249781249592,0.006310610801399719,-0.003031790296518899
2021-10-08,0.004974037453499225,0.0007640380245623746,0.01247247951897279
2021-10-11,-0.012710143417429709,-0.021255931930119765,-0.027873896763402684
2021-10-12,-0.0054969873783790035,-0.0077108742254612395,0.005023826268691245
2021-10-13,-0.009229450020819652,-0.026720554080096548,0.008046907914996737
2021-10-14,0.04376620311855417,0.015225129746097465,0.02445259040847869
2021-10-15,0.028435845437345453,0.019026260873771683,0.011124872254065998
2021-10-18,-0.0019427994197478426,-0.00036017264127075066,-0.007172673508041072
2021-10-19,0.004312226746036263,0.012055554278277647,0.003347082586884653
2021-10-20,0.013038564800769592,0.013376287296025247,-0.010770286593512424
2021-10-21,-0.005536605200323397,-0.007874497716859885,-0.0037822766120463314
2021-10-22,0.01567824173340515,0.013361654411373713,0.01504387297725085
2021-10-25,-0.0012621241587669196,-0.004901949211765455,0.0010799726809453958
2021-10-26,0.009427131199795102,0.002687338533790218,0.015191620639170011
2021-10-27,-0.019368988016806643,-0.021048397323640167,-0.01558420985089981
2021-10-28,0.015608793296138845,0.014962275407466308,0.006165281014850699
2021-10-29,0.0,-0.0027626834365337416,0.002727971108765992
2021-11-01,0.0014639696609153319,-0.0005298733512875131,0.011800129454143438
2021-11-02,0.0006268169877765573,0.003938043473734609,0.006326136793223469
2021-11-03,0.010181861754764654,0.0003518918428904172,-0.01978163611221273
2021-11-04,-0.021735382147573645,-0.013222585336181147,-0.027867412751621856
2021-11-05,-0.007635256577235072,-0.0014270694994165112,0.0008013806858535588
2021-11-08,0.00784648128117249,0.005992094728782149,0.002000570296126547
2021-11-09,-0.009764439256286561,-0.007600076917186449,-0.0036039743939406677
2021-11-10,0.007438106163017988,-0.0009541066020215538,-0.019648216476228164
2021-11-11,0.005489923688810627,-5.962775984347246e-05,0.011289218749885421
2021-11-12,-0.01228832881702635,-0.004484714648871346,0.009762078647653993
2021-11-15,0.0029799807282975266,-0.0017995509229544737,0.0035989303540375772
2021-11-16,0.0006374714686008254,-0.007230671144280443,0.004778539240133384
2021-11-17,-0.012181014136779744,-0.0053967288893410625,-0.03034968124759363
2021-11-18,-0.00409348047138991,-0.008671269223191835,0.0
2021-11-19,-0.02006168801934649,-0.013149585249103701,-0.007914082391464738
2021-11-22,0.01919773729203378,0.021091001544607302,0.024564207032089058
2021-11-23,0.026019835091592114,0.023630914220789556,0.02525236988120838
2021-11-24,0.002733126197435709,-0.007874948486946032,-0.007291369888364763
2021-11-26,-0.04005252684627081,-0.030590205126766357,-0.03205501671118949
2021-11-29,-0.003721912819450779,-0.004332207378127784,-0.007173600501705124
2021-11-30,-0.024873565599668357,-0.014997431101022585,-0.02509898609176542
2021-12-01,-0.014268185852317927,-0.005935875207335961,0.004629663542479179
2021-12-02,0.02366839307691304,0.02080932036650207,0.037094696254734494
2021-12-03,-0.022984348366395402,-0.018279153251957503,-0.006596680205167793
2021-12-06,0.006362270780371215,0.011744587149562946,0.010735342937892689
2021-12-07,0.012604208157661834,0.014935384866610946,0.03201942179302719
2021-12-08,-0.012377771255375869,-0.011507182961573825,-0.012270092591814219
2021-12-09,0.007445084031284743,-0.0015568081703811742,-0.0066392570378726035
2021-12-10,0.0006740541447642912,-0.003996504392645761,-0.02160781020722169
2021-12-13,-0.02134016515713366,-0.011959663683891897,-0.012883635734034726
2021-12-14,0.012541475952877246,0.007632944816169385,0.01683800732188523
2021-12-15,-0.004314811782605066,-0.00750627937927284,0.0061538717318301295
2021-12-16,0.023837454067634045,0.015517830931188747,0.008711843332953606
2021-12-17,-0.02520383002155757,-0.023017122168875304,-0.032115466257331526
2021-12-20,-0.01654452289422892,-0.01815300632391903,-0.018286166746812604
2021-12-21,0.023584351211151322,0.013869808543159223,0.02485365479252799
2021-12-22,0.0020345922069302524,0.003900389378015845,0.005406311015896392
2021-12-23,0.0031566969722636173,0.003567321746096752,0.01052421461633557
2021-12-27,0.00494052715542681,0.005706750383911441,0.010613949640821296
2021-12-28,0.0013432142872145114,0.003030278347319282,-0.004292069265842358
2021-12-29,-0.0015672161136675022,-0.000504425179828516,-0.012481267565275012
2021-12-30,-0.002243210653291694,-0.0005046797530079417,0.0007087500175497752
2021-12-31,-0.0008986093757776814,-0.0008205639021934275,-0.006498797931850042
2022-01-03,0.03728232798996389,0.020934936180989183,0.020469569928726727
2022-01-04,0.03844588031075169,0.037208825520163025,0.03981939219047881
2022-01-05,-0.01702261039763986,-0.02442751684153066,-0.02505716994688001
2022-01-06,0.019935625059456008,0.010568002860909864,0.016967719380506452
2022-01-07,0.021581337486014096,0.009859400237881566,0.006073232906326886
2022-01-10,-0.005096331455309411,0.000956730860192323,0.0007685099959653385
2022-01-11,0.005706124735369578,0.0010154904396300068,0.017043982736217878
2022-01-12,-0.007137757951948931,0.005655937000599742,-0.027469737950742257
2022-01-13,-0.00204880813139674,-0.0012475524534227844,-0.004863822673688567
2022-01-14,-0.01758602247989849,-0.06343348116640168,-0.03644354834466146
2022-01-18,-0.035046627190181034,-0.042832236350072606,-0.05050578361856051
2022-01-19,0.003883506738429965,-0.01559000009920819,0.018130581711046645
2022-01-20,-0.014969335536863415,-0.008563989286863638,0.04193699366511705
